,0,1
511,4,"""Not on the Toshiba or Synaptics web sites"""
512,4,"""The XP dialog (of course) assumes the monitor sits on the right, so you have to drag the icon EVERY TIME you connect your external monitor"""
513,4,"""(Toshiba are your enginerds actually USING the products they design"""
514,4,""")- The sound is unbalanced on my unit"""
515,4,"""I think because the ""sub woofer"" on the bottom is closer to the right speaker, the sound feels unbalanced to the right"""
516,4,"""The value is commendable as even 2 months later the price has not fallen and the specs remain competitive"""
517,4,"""There is something cold about the design, like the process was driven by cranking out a checklist rather than incorporating enthusiasm and community"""
518,4,"""In brief: The speed is great"""
519,4,"""The UXGA screen is great"""
520,4,"""Battery life is lousy, but I knew that going in and don't need more than an hour at a time"""
521,4,"""I don't notice or mind the fan, comes on intermittently for a few seconds once in awhile"""
522,4,"""It's a big change in many ways from the ultra-tiny Sharp Actius it's replacing, (faster, better screen, fast big drive, heavier), but a good value"""
523,4,"""I haven't dealt with Toshiba tech support, and I hope I don't have to"""
524,4,"""When I travel, I use it to web-browse and email, of course"""
525,4,"""I use it for watching DVD movies"""
526,4,"""I use it for watching (non-HD) TV, using my Hauppauge USB 1_0 tuner"""
527,4,"""I use it to listen to FM radio, using that same Hauppauge tuner"""
528,4,"""I use it to listen to a large collection of ripped music CDs which I store on the machine"""
529,4,"""the sound quality is better than most current laptops"""
530,4,"""I use it to play games"""
531,4,"""albeit not the most intensive current ones, I can play tons of currently available games just fine"""
532,4,"""I'd replace it today, if there were something I could buy that would ""update"" me to modern capabilities without making me give up anything"""
533,4,"""The main complaints about this computer are that (1) it's hot, and (2) it has poor battery life"""
534,4,""""" You need a compact auto/air power adaptor and a compact 220/110 AC adaptor, and use it with them pretty much all the time, except when moving from one spot to another"""
535,4,"""So, I'll update this review, just in case anyone ever goes searching"""
536,4,"""I bought a replacement (a nice one, too) but I decided to fix the issue with this old one and I'll discuss that here"""
537,4,"""And since this machine doesn't have an internal wireless antenna (though other 5105-series machines do), I had to buy a 3-element internal antenna set as well"""
538,4,"""The cost was fairly low (less than $30 for the card, and about $5 for the antennae set), so I'm not losing much if it doesn't work out"""
539,4,"""My intention is to install two of the antenna elements in the screen housing (upper right and upper left), at right angles (one vertically-oriented, one horizontally oriented) and the third in the main housing, to the left of the touchpad"""
540,4,""")Hopefully, this will provide a performance boost over my PC-card wireless performance"""
541,4,"""If not, I can always fall back to the PC card"""
542,4,"""The biggest problem with this machine, now, is trying to get a replacement battery module"""
543,4,"""Anyone who finds this review through a web search might want to know this"""
544,5,"""The only thing that the Sony has on it is the battery life"""
545,5,"""Start with the mobile P4 1_7GHz SpeedStep-enabled processor and a 400MHz front-side bus"""
546,5,"""This model is one of a very select few laptops available (at the time of writing) with this next-generation processor"""
547,5,"""The hard drive is impressive: 40GB at 5400 RPM"""
548,5,"""In addition, digital audio and video outputs allow the unit to connect to any television or home audio equipment for watching DVD movies and more"""
549,5,"""The touchpad features a small backlit LCD screen that allows you to use a calculator, capture signatures/small drawings, etc"""
550,5,"""As for the screen: a 15 ' Ultra XGA (UXGA) LCD that is crisp, clear and bright"""
551,5,"""Sound is provided by an onboard Yamaha AC-XG 16-bit sound card"""
552,5,"""The 3D sound support is good, but too airy in certain situations"""
553,5,"""Now the cons: Weight"""
554,5,"""7_8 pounds with battery"""
555,5,"""But, with advanced power management features, the battery lasts about 1:45, which I consider poor for such a high-end machine"""
556,5,"""My only additonal rant is Toshiba's abandoning legacy ports on this model"""
557,5,"""If you need to connect a PS/2 keyboard, mouse or a serial device, your out of luck"""
558,5,"""In addition, the two removable media drives only support SmartMedia and SD cards--no CompactFlash, which is by far the most popular"""
559,5,"""I used to upgrade to a new laptop every 6 months but you would have to prise this one from my dead fingers"""
560,5,"""Maybe I will when the new RW DVD's are proven and working faster than they do at the moment but otherwise I can see no reason to change from the 607"""
561,5,"""Toshiba spares department were so weary and slow (under the warranty) that I just bought the parts myself and had them fitted"""
562,5,"""The machine flies, if it ever gets virused or crossed up, you just simply reset it to an earlier time and away you go again"""
563,5,"""I've had this tosh 607 for well over 2 years now and in all that time it has never failed, never glitched, never lost a pixel, nothing"""
564,5,"""Now I should explain that I use this to make games with (professionally)"""
565,5,"""as well as our game engine and development software"""
566,5,"""I don't use the AMR modem, I'm broadband at all times so can't comment"""
567,5,"""It's never had a failure so I can't comment on tech support either"""
568,5,"""Battery life was a known quantity going in so it was about what I expected"""
569,5,"""Currently the battery life is down to about 5 minutes and needs replacing, no surprise given how I mistreat it"""
570,5,"""I really love it's unique design and it's portability"""
571,5,"""I like the ability to undock the laptop which reduces the weight to 4_7 lbs"""
572,5,"""I like the size"""
573,5,"""For me I think 12"" screen is plenty"""
574,5,"""I simply don't like the laptops with large screen"""
575,5,"""If you do a lot of browsing like I do I like to be able to easly scroll up and down the page with the jog dial"""
576,5,"""I have this feature on my mouse and am addicted to it"""
577,5,"""I like that there are 3 USB ports"""
578,5,"""I like that the CD has DVD and RW capabilities"""
579,5,"""I like the design"""
580,5,"""Some of the buttons looked like they would easily break off"""
581,5,"""Sony has Support program to assist in troubleshooting"""
582,5,"""The keyboard is small"""
583,5,"""There is no 'Home' or 'End' key also, the Function key has to be used in conjuntion with the arrow keys to simulate the HOme or End keys"""
584,5,"""The screen hinge covers are plastic but that's a minor problem"""
585,5,"""The 1ghz processor is spiffy and it's perfect if you need a thin light notebook"""
586,5,"""During those 2 years, it has been through very heavy usage"""
587,5,"""I accidentally swung my attache into a wall, cramming the protruding pc card into the slot, breaking the slot and shoving it into my laptops innards"""
588,5,"""I'm also getting a Sony Vaio 802_11G card that DOESN'T protrude"""
589,5,"""this is the only 802_11G card on the market that's almost flush with a laptop's side"""
